FID,X,Y,School_Nam,ESD,SD,County,senate_geoid,senate_district,ods_coordinator,ods_region,ods_contact,house_geoid,house_district,Participated,ODS_Provider,Location,No_5th_Grade,No_6th_Grade,Number_Attending,Days,Days+Nights,Cost_Per_Student,Total_Request,Fall_5th_Grade,Fall_6th_Grade,Percent_5th,Percent_6th
585,-122.5940404,45.15484659,Molalla Elementary School,Clackamas,Molalla River SD 35,Clackamas,41009,State Senate District 9,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41018,State House District 18,1,Camp Tamarack,Camp Tamarack,66,0,66,3,3-2,245.925,16231.05,78,-,85,
586,-122.5208945,45.12044738,Molalla River Academy,Clackamas,Molalla River SD 35,Clackamas,41009,State Senate District 9,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41018,State House District 18,1,Northwest Regional Education Service District (NWRESD) - Northwest Outdoor Science School,Camp Westwind,27,23,50,3,3-2,218.34,10917,22,28,123,82
587,-122.5887916,45.15102398,Molalla River Middle School,Clackamas,Molalla River SD 35,Clackamas,41009,State Senate District 9,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41018,State House District 18,0,,,,,,,,,,,,,
588,-123.224641,44.85192746,Monmouth Elementary School,Willamette,Central SD 13J,Polk,41010,State Senate District 10,Kristi Backe,Central: Polk-Marion,https://extension.oregonstate.edu/people/kristi-backe,41020,State House District 20,0,,,,,,,,,,,,,
589,-123.2982233,44.31194539,Monroe Grade School,Linn Benton Lincoln,Monroe SD 1J,Benton,41012,State Senate District 12,Charissa Jones,Central: Benton-Polk,https://extension.oregonstate.edu/people/charissa-jones,41023,State House District 23,1,Coast Range Natural Resource Education Organization (CRNREO),Camp Tadmor,0,20,20,5,5-4,335.6,6712,43,25,0,80
590,-123.066259,44.07606153,Monroe Middle School,Lane,Eugene SD 4J,Lane,41007,State Senate District 7,Spirit Brooks,Central: Lane,https://extension.oregonstate.edu/people/spirit-brooks,41013,State House District 13,0,,,,,,,,,,,,,
591,-122.7555716,45.47655834,Montclair Elementary School,Northwest Regional,Beaverton SD 48J,Washington,41014,State Senate District 14,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41027,State House District 27,0,,,,,,,,,,,,,
592,-119.4187931,44.82018928,Monument School,Grant,Monument SD 8,Grant,41030,State Senate District 30,Sarah Cuddy,Eastern,https://extension.oregonstate.edu/people/sarah-cuddy,41060,State House District 60,1,OSU Extension Office (Grant County),Lake Creek Youth Recreational Camp Inc.,6,5,11,4,4-3,206.65,2273.15,6,5,100,100
593,-122.971769,45.533855,Mooberry Elementary School,Northwest Regional,Hillsboro SD 1J,Washington,41015,State Senate District 15,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41030,State House District 30,1,Northwest Regional Education Service District (NWRESD) - Northwest Outdoor Science School,Camp Magruder - United Methodist,0,58,58,3,3-2,177.1393103,10274.08,59,59,0,98
594,-123.031382,44.90444356,Morningside Elementary School,Willamette,Salem-Keizer SD 24J,Marion,41010,State Senate District 10,Kristi Backe,Central: Polk-Marion,https://extension.oregonstate.edu/people/kristi-backe,41019,State House District 19,1,Straub Outdoors,Willamette Mission State Park,56,0,56,3,3-0,137.41,7694.96,65,-,86,
595,-121.4004953,45.68363274,Mosier Community School,Columbia Gorge,North Wasco County SD 21,Wasco,41030,State Senate District 30,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41059,State House District 59,1,Mt Adams Institute - Cascade Mountain School,Mt Adams Institute - Cascade Mountain School,0,17,17,4,4-3,494.1147059,8399.95,24,18,0,94
596,-122.564791,45.44263399,Mount Scott Elementary School,Clackamas,North Clackamas SD 12,Clackamas,41024,State Senate District 24,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41048,State House District 48,0,,,,,,,,,,,,,
597,-122.7832453,43.91773287,Mountain View Academy,Lane,Lowell SD 71,Lane,41004,State Senate District 4,Spirit Brooks,Central: Lane,https://extension.oregonstate.edu/people/spirit-brooks,41007,State House District 7,0,,,,,,,,,,,,,
598,-122.8566115,45.48016967,Mountain View Middle School,Northwest Regional,Beaverton SD 48J,Washington,41014,State Senate District 14,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41028,State House District 28,1,Northwest Regional Education Service District (NWRESD) - Northwest Outdoor Science School,Camp Lutherwood,0,272,272,4,4-3,246.0947635,66937.77567,-,328,,83
599,-122.9509291,45.31381005,Mountain View Middle School,Willamette,Newberg SD 29J,Yamhill,41013,State Senate District 13,Charissa Jones,Central: Benton-Polk,https://extension.oregonstate.edu/people/charissa-jones,41025,State House District 25,0,,,,,,,,,,,,,
600,-122.793263,45.07129754,Mt Angel Middle School,Willamette,Mt Angel SD 91,Marion,41009,State Senate District 9,Kristi Backe,Central: Polk-Marion,https://extension.oregonstate.edu/people/kristi-backe,41018,State House District 18,1,Oregon Museum of Science and Industry (OMSI),Coastal Discovery Center at Camp Gray,0,61,61,3,3-2,296.05,18059.05,-,65,,94
601,-122.6040325,45.52159274,Mt Tabor Middle School,Multnomah,Portland SD 1J,Multnomah,41023,State Senate District 23,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41046,State House District 46,1,Multnomah Education Service District (MESD),"Camp Angelos (Sandy River), Camp Arrah Wanna, Inc., Canby Grove Christian Center, Camp Howard, Camp Namanu, Camp Kuratli at Trestle Glen",0,258,258,6,6-5,556.28,143520.24,-,269,,96
602,-122.965026,44.036026,Mt Vernon Elementary School,Lane,Springfield SD 19,Lane,41006,State Senate District 6,Spirit Brooks,Central: Lane,https://extension.oregonstate.edu/people/spirit-brooks,41012,State House District 12,0,,,,,,,,,,,,,
603,-123.2391467,44.6287732,Mountain View Elementary School,Linn Benton Lincoln,Corvallis SD 509J,Benton,41008,State Senate District 8,Charissa Jones,Central: Benton-Polk,https://extension.oregonstate.edu/people/charissa-jones,41015,State House District 15,1,Oregon Museum of Science and Industry (OMSI),Coastal Discovery Center at Camp Gray,52,0,52,3,3-2,217.1178846,11290.13,56,-,93,
604,-123.3372499,44.45981532,Muddy Creek Charter School,Linn Benton Lincoln,Corvallis SD 509J,Benton,41012,State Senate District 12,Charissa Jones,Central: Benton-Polk,https://extension.oregonstate.edu/people/charissa-jones,41023,State House District 23,1,Opal Creek Ancient Forest Center,Opal Creek Ancient Forest Center,18,0,18,4,4-3,283.541111,5103.739999,19,-,95,
605,-122.580831,45.22039299,Mulino Elementary School,Clackamas,Molalla River SD 35,Clackamas,41020,State Senate District 20,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41039,State House District 39,1,Camp Tamarack,Camp Tamarack,49,0,49,3,3-2,236.889,11607.561,52,-,94,
606,-122.7705156,45.37890739,Multi-sensory Instruction Teaching Children Hands-On (MITCH),Northwest Regional,Tigard-Tualatin SD 23J,Washington,41019,State Senate District 19,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41037,State House District 37,0,,,,,,,,,,,,,
607,-122.4308742,45.53548247,Multnomah (Reynolds) Learning Academy,Multnomah,Reynolds SD 7,Multnomah,41025,State Senate District 25,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41049,State House District 49,1,Multnomah Education Service District (MESD),"Camp Angelos (Sandy River), Camp Arrah Wanna, Inc., Canby Grove Christian Center, Camp Howard, Camp Namanu, Camp Kuratli at Trestle Glen",0,79,79,6,6-5,490.071519,38715.65,47,88,0,90
608,-123.0770355,44.94594911,Myers Elementary School,Willamette,Salem-Keizer SD 24J,Polk,41010,State Senate District 10,Kristi Backe,Central: Polk-Marion,https://extension.oregonstate.edu/people/kristi-backe,41020,State House District 20,1,Canyonview Camp,Canyonview Camp,101,0,101,3,3-2,210.25,21235.25,106,-,95,
609,-123.2799,43.02750749,Myrtle Creek Elementary School,Douglas,South Umpqua SD 19,Douglas,41001,State Senate District 1,Amy Hoffman,Southern,https://extension.oregonstate.edu/people/amy-hoffman,41002,State House District 2,0,,,,,,,,,,,,,
610,-124.130989,43.06018401,Myrtle Crest School,South Coast,Myrtle Point SD 41,Coos,41001,State Senate District 1,Amy Hoffman,Southern,https://extension.oregonstate.edu/people/amy-hoffman,41001,State House District 1,1,None (school or applying district is provider or school or applying district coordinated multiple providers),Camp Myrtlewood,0,41,41,3,3-2,194.1,7958.1,52,44,0,93
611,-122.3792057,45.4343233,Naas Elementary School,Clackamas,Oregon Trail SD 46,Clackamas,41020,State Senate District 20,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41039,State House District 39,0,,,,,,,,,,,,,
612,-122.8435468,45.44581577,Nancy Ryles Elementary School,Northwest Regional,Beaverton SD 48J,Washington,41014,State Senate District 14,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41027,State House District 27,0,,,,,,,,,,,,,
613,-123.9400187,45.63961029,Neah-Kah-Nie Middle School,Northwest Regional,Neah-Kah-Nie SD 56,Tillamook,41016,State Senate District 16,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41032,State House District 32,1,Northwest Regional Education Service District (NWRESD) - Northwest Outdoor Science School,Oregon 4-H Center - Camp Trickle Creek ,0,62,62,4,4-3,257.3767742,15957.36,-,67,,93
614,-123.8952563,45.72070045,Nehalem Elementary School,Northwest Regional,Neah-Kah-Nie SD 56,Tillamook,41016,State Senate District 16,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41032,State House District 32,0,,,,,,,,,,,,,
615,-123.0758117,45.5158604,Neil Armstrong Middle School,Northwest Regional,Forest Grove SD 15,Washington,41015,State Senate District 15,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41029,State House District 29,0,,,,,,,,,,,,,
616,-122.868801,45.14613536,Nellie Muir Elementary School,Willamette,Woodburn SD 103,Marion,41011,State Senate District 11,Kristi Backe,Central: Polk-Marion,https://extension.oregonstate.edu/people/kristi-backe,41022,State House District 22,0,,,,,,,,,,,,,
617,-123.9046023,45.18851552,Nestucca Valley Elementary School,Northwest Regional,Nestucca Valley SD 101J,Tillamook,41005,State Senate District 5,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41010,State House District 10,1,Northwest Regional Education Service District (NWRESD) - Northwest Outdoor Science School,Camp Westwind,0,24,24,4,4-3,304.51,7308.24,39,33,0,73
618,-123.21033,45.20918751,Newby Elementary School,Willamette,McMinnville SD 40,Yamhill,41012,State Senate District 12,Charissa Jones,Central: Benton-Polk,https://extension.oregonstate.edu/people/charissa-jones,41024,State House District 24,0,,,,,,,,,,,,,
619,-124.0410882,44.64073749,Newport Middle School,Linn Benton Lincoln,Lincoln County SD,Lincoln,41005,State Senate District 5,Charissa Jones,Central: Linn-Lincoln,https://extension.oregonstate.edu/people/charissa-jones,41010,State House District 10,1,None (school or applying district is provider or school or applying district coordinated multiple providers),Camp Meriwether,0,156,156,3,3-2,128.7473,20084.5788,-,186,,84
620,-122.74678,45.1763675,Ninety-One School,Clackamas,Canby SD 86,Clackamas,41009,State Senate District 9,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41018,State House District 18,1,Oregon Museum of Science and Industry (OMSI),Camp Hancock (Hancock Field Station),0,55,55,5,5-4,370.601091,20383.06,43,60,0,92
621,-123.1142462,44.6506871,North Albany Elementary School,Linn Benton Lincoln,Greater Albany Public SD 8J,Benton,41008,State Senate District 8,Charissa Jones,Central: Benton-Polk,https://extension.oregonstate.edu/people/charissa-jones,41015,State House District 15,0,,,,,,,,,,,,,
622,-123.1163919,44.65227425,North Albany Middle School,Linn Benton Lincoln,Greater Albany Public SD 8J,Linn,41008,State Senate District 8,Charissa Jones,Central: Benton-Polk,https://extension.oregonstate.edu/people/charissa-jones,41015,State House District 15,1,Calapooia Watershed Council,Camp Harlow,0,181,181,3,3-2,220.32,39877.92,-,202,,90
623,-124.210951,43.5023825,North Bay Elementary School,South Coast,North Bend SD 13,Coos,41005,State Senate District 5,Amy Hoffman,Southern,https://extension.oregonstate.edu/people/amy-hoffman,41009,State House District 9,0,,,,,,,,,,,,,
624,-124.233505,43.40141698,North Bend Middle School,South Coast,North Bend SD 13,Coos,41005,State Senate District 5,Amy Hoffman,Southern,https://extension.oregonstate.edu/people/amy-hoffman,41009,State House District 9,1,Oregon Museum of Science and Industry (OMSI),Coastal Discovery Center at Camp Gray,0,141,141,3,3-2,304.5914184,42947.39,-,175,,81
625,-123.3107177,43.66194401,North Douglas Elementary School,Douglas,North Douglas SD 22,Douglas,41004,State Senate District 4,Amy Hoffman,Southern,https://extension.oregonstate.edu/people/amy-hoffman,41007,State House District 7,1,Oregon Museum of Science and Industry (OMSI),Coastal Discovery Center at Camp Gray,30,0,30,3,3-2,397.81,11934.3,33,37,91,0
626,-122.4390193,45.51551892,North Gresham Elementary School,Multnomah,Gresham-Barlow SD 10J,Multnomah,41025,State Senate District 25,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41049,State House District 49,0,,,,,,,,,,,,,
627,-120.8983266,43.24502316,North Lake School,Lake,North Lake SD 14,Lake,41028,State Senate District 28,Amy Hoffman,Southern,https://extension.oregonstate.edu/people/amy-hoffman,41055,State House District 55,0,,,,,,,,,,,,,
628,-122.7964149,45.21300467,North Marion Intermediate School,Willamette,North Marion SD 15,Marion,41009,State Senate District 9,Kristi Backe,Central: Polk-Marion,https://extension.oregonstate.edu/people/kristi-backe,41018,State House District 18,0,,,,,,,,,,,,,
629,-122.7961694,45.21275883,North Marion Middle School,Willamette,North Marion SD 15,Marion,41009,State Senate District 9,Kristi Backe,Central: Polk-Marion,https://extension.oregonstate.edu/people/kristi-backe,41018,State House District 18,1,Multnomah Education Service District (MESD),"Camp Arrah Wanna, Inc.",0,132,132,4,4-3,379.61,50108.52,-,158,,84
631,-123.331169,42.45768899,North Middle School,Southern OR,Grants Pass SD 7,Josephine,41002,State Senate District 2,Amy Hoffman,Southern,https://extension.oregonstate.edu/people/amy-hoffman,41003,State House District 3,0,,,,,,,,,,,,,
632,-123.006489,45.60160601,North Plains Elementary School,Northwest Regional,Hillsboro SD 1J,Washington,41015,State Senate District 15,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41030,State House District 30,1,Northwest Regional Education Service District (NWRESD) - Northwest Outdoor Science School,Oregon 4-H Center - Camp Trickle Creek ,0,38,38,3,3-2,181.4663158,6895.72,55,43,0,88
633,-117.9242609,45.02802688,North Powder Charter School,InterMountain,North Powder SD 8J,Union,41029,State Senate District 29,Sarah Cuddy,Eastern,https://extension.oregonstate.edu/people/sarah-cuddy,41058,State House District 58,1,None (school or applying district is provider or school or applying district coordinated multiple providers),Beverly Beach State Park,23,23,46,4,4-3,260.41,11979.09,23,21,100,110
634,-117.0007639,43.87762054,Nyssa Elementary School,Malheur,Nyssa SD 26,Malheur,41030,State Senate District 30,Sarah Cuddy,Eastern,https://extension.oregonstate.edu/people/sarah-cuddy,41060,State House District 60,1,None (school or applying district is provider or school or applying district coordinated multiple providers),Multiple Sites (school or district coordinated a multi-site outdoor school experience or the school or district split classes and sent them to different sites),90,0,90,5,5-4,384.07,34566.3,90,-,100,
635,-117.0064181,43.87470119,Nyssa Middle School,Malheur,Nyssa SD 26,Malheur,41030,State Senate District 30,Sarah Cuddy,Eastern,https://extension.oregonstate.edu/people/sarah-cuddy,41060,State House District 60,0,,,,,,,,,,,,,
636,-122.729441,45.42717102,Oak Creek Elementary School,Clackamas,Lake Oswego SD 7J,Clackamas,41019,State Senate District 19,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41038,State House District 38,0,,,,,,,,,,,,,
637,-123.0852686,44.60788864,Oak Elementary School,Linn Benton Lincoln,Greater Albany Public SD 8J,Linn,41008,State Senate District 8,Charissa Jones,Central: Linn-Lincoln,https://extension.oregonstate.edu/people/charissa-jones,41015,State House District 15,0,,,,,,,,,,,,,
638,-123.148688,44.6577525,Oak Grove Elementary School,Linn Benton Lincoln,Greater Albany Public SD 8J,Linn,41008,State Senate District 8,Charissa Jones,Central: Benton-Polk,https://extension.oregonstate.edu/people/charissa-jones,41015,State House District 15,0,,,,,,,,,,,,,
639,-122.909495,42.3237875,Oak Grove Elementary School,Southern OR,Medford SD 549C,Jackson,41003,State Senate District 3,Amy Hoffman,Southern,https://extension.oregonstate.edu/people/amy-hoffman,41005,State House District 5,1,None (school or applying district is provider or school or applying district coordinated multiple providers),Mountain Lakes Bible Camp,0,56,56,3,3-2,175.39,9821.84,72,55,0,102
640,-122.6417745,45.42491515,Oak Grove Elementary School,Clackamas,North Clackamas SD 12,Clackamas,41021,State Senate District 21,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41041,State House District 41,0,,,,,,,,,,,,,
641,-122.7371498,44.39179249,Oak Heights Elementary School,Linn Benton Lincoln,Sweet Home SD 55,Linn,41009,State Senate District 9,Charissa Jones,Central: Linn-Lincoln,https://extension.oregonstate.edu/people/charissa-jones,41017,State House District 17,1,South Santiam Watershed Council,Camp Tadmor,0,37,37,3,3-2,242.7489483,8981.711087,44,39,0,95
642,-122.836455,45.53893699,Oak Hills Elementary School,Northwest Regional,Beaverton SD 48J,Washington,41017,State Senate District 17,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41033,State House District 33,0,,,,,,,,,,,,,
643,-123.3360072,44.91634649,Oakdale Heights Elementary School,Willamette,Dallas SD 2,Polk,41012,State Senate District 12,Kristi Backe,Central: Polk-Marion,https://extension.oregonstate.edu/people/kristi-backe,41023,State House District 23,0,,,,,,,,,,,,,
644,-123.2985554,43.42689281,Oakland Elementary School,Douglas,Oakland SD 1,Douglas,41004,State Senate District 4,Amy Hoffman,Southern,https://extension.oregonstate.edu/people/amy-hoffman,41007,State House District 7,0,,,,,,,,,,,,,
645,-123.2139875,44.22649972,Oaklea Middle School,Lane,Junction City SD 69,Lane,41007,State Senate District 7,Spirit Brooks,Central: Lane,https://extension.oregonstate.edu/people/spirit-brooks,41014,State House District 14,1,Camp Fire Wilani,Camp Fire Wilani,0,133,133,3,3-0,86.51,11505.83,112,126,0,106
646,-122.4650986,43.7479956,Oakridge Elementary School,Lane,Oakridge SD 76,Lane,41004,State Senate District 4,Spirit Brooks,Central: Lane,https://extension.oregonstate.edu/people/spirit-brooks,41007,State House District 7,1,None (school or applying district is provider or school or applying district coordinated multiple providers),Oakridge Fish Hatchery,0,38,38,3,3-2,44.75,1700.5,56,44,0,86
647,-122.46796,43.74863799,Oakridge Junior High School,Lane,Oakridge SD 76,Lane,41004,State Senate District 4,Spirit Brooks,Central: Lane,https://extension.oregonstate.edu/people/spirit-brooks,41007,State House District 7,0,,,,,,,,,,,,,
648,-121.18219,44.26217746,Obsidian Middle School,High Desert,Redmond SD 2J,Deschutes,41027,State Senate District 27,Kris Elliott,Central: Deschutes-Jefferson,https://extension.oregonstate.edu/people/kristopher-elliott,41053,State House District 53,0,,,,,,,,,,,,,
649,-124.416025,43.113745,Ocean Crest Elementary School,South Coast,Bandon SD 54,Coos,41001,State Senate District 1,Amy Hoffman,Southern,https://extension.oregonstate.edu/people/amy-hoffman,41001,State House District 1,0,,,,,,,,,,,,,
650,-124.0031614,44.98118252,Oceanlake Elementary School,Linn Benton Lincoln,Lincoln County SD,Lincoln,41005,State Senate District 5,Charissa Jones,Central: Linn-Lincoln,https://extension.oregonstate.edu/people/charissa-jones,41010,State House District 10,0,,,,,,,,,,,,,
651,-122.681176,45.56729498,Ockley Green Middle School,Multnomah,Portland SD 1J,Multnomah,41022,State Senate District 22,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41044,State House District 44,1,Multnomah Education Service District (MESD),"Camp Angelos (Sandy River), Camp Arrah Wanna, Inc., Canby Grove Christian Center, Camp Howard, Camp Namanu, Camp Kuratli at Trestle Glen",0,146,146,6,6-5,556.28,81216.88,-,160,,91
652,-122.5769545,45.35599014,Ogden Middle School,Clackamas,Oregon City SD 62,Clackamas,41020,State Senate District 20,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41040,State House District 40,1,Northwest Regional Education Service District (NWRESD) - Northwest Outdoor Science School,Camp Westwind,0,272,272,5,5-4,373.02,101461.44,-,318,,86
654,-122.4992967,45.5150665,Oliver Elementary School,Multnomah,Centennial SD 28J,Multnomah,41024,State Senate District 24,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41047,State House District 47,1,Multnomah Education Service District (MESD),"Camp Angelos (Sandy River), Camp Arrah Wanna, Inc., Canby Grove Christian Center, Camp Howard, Camp Namanu, Camp Kuratli at Trestle Glen",0,39,39,6,6-5,501.78,19569.42,57,47,0,83
655,-116.9699454,44.02594727,Ontario Middle School,Malheur,Ontario SD 8C,Malheur,41030,State Senate District 30,Sarah Cuddy,Eastern,https://extension.oregonstate.edu/people/sarah-cuddy,41060,State House District 60,0,,,,,,,,,,,,,
656,-122.7177568,45.50884965,Opal School of the Portland Children's Museum,Multnomah,Portland SD 1J,Multnomah,41018,State Senate District 18,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41036,State House District 36,0,,,,,,,,,,,,,
657,-123.0189775,45.03381798,Optimum Learning Environments Charter School,Willamette,Salem-Keizer SD 24J,Marion,41013,State Senate District 13,Kristi Backe,Central: Polk-Marion,https://extension.oregonstate.edu/people/kristi-backe,41025,State House District 25,1,None (school or applying district is provider or school or applying district coordinated multiple providers),Camp Tadmor,29,0,29,3,3-2,82.6,2395.4,25,-,116,
658,-122.830206,42.30876202,Orchard Hill Elementary School,Southern OR,Phoenix-Talent SD 4,Jackson,41003,State Senate District 3,Amy Hoffman,Southern,https://extension.oregonstate.edu/people/amy-hoffman,41005,State House District 5,1,Pacifica: A Garden in the Siskiyous,Pacifica: A Garden in the Siskiyous,62,0,62,3,3-2,372.31,23083.22,65,-,95,
659,-122.4870121,44.75732427,Oregon Connections Academy,Linn Benton Lincoln,Santiam Canyon SD 129J,Linn,41009,State Senate District 9,Kristi Backe,Central: Polk-Marion,https://extension.oregonstate.edu/people/kristi-backe,41017,State House District 17,0,,,,,,,,,,,,,
660,-123.0231683,44.96526106,Oregon School for the Deaf,Oregon Department of Education,Oregon School for the Deaf SD,Marion,41011,State Senate District 11,Kristi Backe,Central: Polk-Marion,https://extension.oregonstate.edu/people/kristi-backe,41022,State House District 22,0,,,,,,,,,,,,,
661,-122.289615,45.45420752,Oregon Trail  Academy,Clackamas,Oregon Trail SD 46,Clackamas,41026,State Senate District 26,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41052,State House District 52,0,,,,,,,,,,,,,
663,-122.5071014,45.42196481,Oregon Trail Elementary School,Clackamas,North Clackamas SD 12,Clackamas,41026,State Senate District 26,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41051,State House District 51,0,,,,,,,,,,,,,
664,-124.2214656,43.40664004,Oregon Virtual Academy,South Coast,North Bend SD 13,Coos,41005,State Senate District 5,Amy Hoffman,Southern,https://extension.oregonstate.edu/people/amy-hoffman,41009,State House District 9,0,,,,,,,,,,,,,
665,-122.9129539,45.52878259,Orenco Elementary School,Northwest Regional,Hillsboro SD 1J,Washington,41015,State Senate District 15,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41030,State House District 30,1,Northwest Regional Education Service District (NWRESD) - Northwest Outdoor Science School,Cedar Ridge Retreat & Conference Center (Camp Cedar Ridge),0,86,86,3,3-2,182.995,15737.57,91,92,0,93
666,-122.872535,45.75095596,Otto Petersen Elementary School,Northwest Regional,Scappoose SD 1J,Columbia,41016,State Senate District 16,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41031,State House District 31,1,Northwest Regional Education Service District (NWRESD) - Northwest Outdoor Science School,Camp Magruder - United Methodist,0,175,175,4,4-3,256.31,44854.25,155,169,0,104
667,-121.3667411,44.05477243,Pacific Crest Middle School,High Desert,Bend-LaPine Administrative SD 1,Deschutes,41027,State Senate District 27,Kris Elliott,Central: Deschutes-Jefferson,https://extension.oregonstate.edu/people/kristopher-elliott,41054,State House District 54,0,,,,,,,,,,,,,
668,-120.5432728,42.6937233,Paisley Charter School,Lake,Paisley SD 11,Lake,41028,State Senate District 28,Amy Hoffman,Southern,https://extension.oregonstate.edu/people/amy-hoffman,41055,State House District 55,1,Oregon Museum of Science and Industry (OMSI),Camp Hancock (Hancock Field Station),4,2,6,3,3-2,198,1188,24,20,17,10
669,-121.59361,45.52153754,Parkdale Elementary School,Columbia Gorge,Hood River County SD,Hood River,41026,State Senate District 26,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41052,State House District 52,0,,,,,,,,,,,,,
670,-122.500418,45.51533799,Parklane Elementary School,Multnomah,Centennial SD 28J,Multnomah,41024,State Senate District 24,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41047,State House District 47,1,Multnomah Education Service District (MESD),"Camp Angelos (Sandy River), Camp Arrah Wanna, Inc., Canby Grove Christian Center, Camp Howard, Camp Namanu, Camp Kuratli at Trestle Glen",0,47,47,6,6-5,496.21,23321.87,56,52,0,90
671,-122.540386,45.55011099,Parkrose Middle School,Multnomah,Parkrose SD 3,Multnomah,41023,State Senate District 23,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41045,State House District 45,1,Multnomah Education Service District (MESD),"Camp Angelos (Sandy River), Camp Arrah Wanna, Inc., Canby Grove Christian Center, Camp Howard, Camp Namanu, Camp Kuratli at Trestle Glen",0,222,222,6,6-5,526.6592342,116918.35,-,249,,89
672,-123.3495826,42.43280731,Parkside Elementary,Southern OR,Grants Pass SD 7,Josephine,41002,State Senate District 2,Amy Hoffman,Southern,https://extension.oregonstate.edu/people/amy-hoffman,41003,State House District 3,0,,,,,,,,,,,,,
673,-123.0239914,44.94546694,Parrish Middle School,Willamette,Salem-Keizer SD 24J,Marion,41011,State Senate District 11,Kristi Backe,Central: Polk-Marion,https://extension.oregonstate.edu/people/kristi-backe,41021,State House District 21,0,,,,,,,,,,,,,
674,-123.0628636,42.43348335,Patrick Elementary School,Southern OR,Central Point SD 6,Jackson,41002,State Senate District 2,Amy Hoffman,Southern,https://extension.oregonstate.edu/people/amy-hoffman,41004,State House District 4,1,Oregon Museum of Science and Industry (OMSI),Camp Meriwether,48,0,48,3,3-2,134.07,6435.36,50,-,96,
675,-122.4885624,45.5117088,Patrick Lynch Elementary,Multnomah,Centennial SD 28J,Multnomah,41025,State Senate District 25,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41050,State House District 50,1,Multnomah Education Service District (MESD),"Camp Angelos (Sandy River), Camp Arrah Wanna, Inc., Canby Grove Christian Center, Camp Howard, Camp Namanu, Camp Kuratli at Trestle Glen",0,57,57,6,6-5,504.82,28774.74,70,70,0,81
676,-123.1859398,45.22195751,Patton Middle School,Willamette,McMinnville SD 40,Yamhill,41012,State Senate District 12,Charissa Jones,Central: Benton-Polk,https://extension.oregonstate.edu/people/charissa-jones,41024,State House District 24,0,,,,,,,,,,,,,
677,-122.9925294,45.54526688,Paul L Patterson Elementary School,Northwest Regional,Hillsboro SD 1J,Washington,41015,State Senate District 15,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41030,State House District 30,1,Northwest Regional Education Service District (NWRESD) - Northwest Outdoor Science School,Camp Magruder - United Methodist,0,50,50,3,3-2,189.862,9493.1,75,56,0,89
678,-119.9672156,44.13223449,Paulina Elementary School,High Desert,Crook County SD,Crook,41028,State Senate District 28,Sarah Cuddy,Eastern,https://extension.oregonstate.edu/people/sarah-cuddy,41055,State House District 55,1,None (school or applying district is provider or school or applying district coordinated multiple providers),Suttle Lake United Methodist Camp,0,2,2,5,5-4,272.81,545.62,2,1,0,200
